"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","selected","unique_id"
"179","Guarea cartaguenya","1","311010","Guarea cartaguenya","1","species","","","","Cuatrec.","Meliaceae","Guarea","Guarea","1","cartaguenya","cartaguenya","1","","","","","","","","","","","","http://www.tropicos.org/Name/20400981","","Y","Accepted","Guarea cartaguenya","Guarea cartaguenya","Cuatrec.","311010","species","http://www.tropicos.org/Name/20400981","","Meliaceae","1","1","tropicos","",true,199
"180","Guarea glabra","1","310149","Guarea glabra","1","species","","","","Vahl","Meliaceae","Guarea","Guarea","1","glabra","glabra","1","","","","","","","","","","","","http://www.tropicos.org/Name/20400100","","Y","Accepted","Guarea glabra","Guarea glabra","Vahl","310149","species","http://www.tropicos.org/Name/20400100","","Meliaceae","1","1","tropicos","",true,200
"181","Guarea kunthiana","1","310162","Guarea kunthiana","1","species","","","","A. Juss.","Meliaceae","Guarea","Guarea","1","kunthiana","kunthiana","1","","","","","","","","","","","","http://www.tropicos.org/Name/20400113","","Y","Accepted","Guarea kunthiana","Guarea kunthiana","A. Juss.","310162","species","http://www.tropicos.org/Name/20400113","","Meliaceae","1","1","tropicos","",true,201
"182","Guarea macrophylla","1","310646","Guarea macrophylla","1","species","","","","Vahl","Meliaceae","Guarea","Guarea","1","macrophylla","macrophylla","1","","","","","","","","","","","","http://www.tropicos.org/Name/20400613","","Y","Accepted","Guarea macrophylla","Guarea macrophylla","Vahl","310646","species","http://www.tropicos.org/Name/20400613","","Meliaceae","1","1","tropicos","",true,202
"183","Guatteria goudotiana","1","14506","Guatteria goudotiana","1","species","","","","Triana & Planch.","Annonaceae","Guatteria","Guatteria","1","goudotiana","goudotiana","1","","","","","","","","","","","","http://www.tropicos.org/Name/1600235","","Y","Accepted","Guatteria goudotiana","Guatteria goudotiana","Triana & Planch.","14506","species","http://www.tropicos.org/Name/1600235","","Annonaceae","1","1","tropicos","",true,203
"184","Guatteria microcarpa","1","14549","Guatteria microcarpa","1","species","","","","Ruiz & Pav. ex G. Don","Annonaceae","Guatteria","Guatteria","1","microcarpa","microcarpa","1","","","","","","","","","","","","http://www.tropicos.org/Name/1600279","","Y","Accepted","Guatteria microcarpa","Guatteria microcarpa","Ruiz & Pav. ex G. Don","14549","species","http://www.tropicos.org/Name/1600279","","Annonaceae","1","1","tropicos","",true,204
"185","Guatteria pichinchae","1","1293794","Guatteria pichinchae","1","species","","","","Maas & Westra","Annonaceae","Guatteria","Guatteria","1","pichinchae","pichinchae","1","","","","","","","","","","","","http://www.tropicos.org/Name/100441139","","Y","Accepted","Guatteria pichinchae","Guatteria pichinchae","Maas & Westra","1293794","species","http://www.tropicos.org/Name/100441139","","Annonaceae","1","1","tropicos","",true,206
"186","Guatteria venosa","1","1015039","Guatteria venosa","1","species","","","","Erkens & Maas","Annonaceae","Guatteria","Guatteria","1","venosa","venosa","1","","","","","","","","","","","","http://www.tropicos.org/Name/100000500","","Y","Accepted","Guatteria venosa","Guatteria venosa","Erkens & Maas","1015039","species","http://www.tropicos.org/Name/100000500","","Annonaceae","1","1","tropicos","",true,207
"187","Guettarda sanblasensis","1","481981","Guettarda sanblasensis","1","species","","","","Dwyer","Rubiaceae","Guettarda","Guettarda","1","sanblasensis","sanblasensis","1","","","","","","","","","","","","http://www.tropicos.org/Name/27903256","","Y","Accepted","Guettarda sanblasensis","Guettarda sanblasensis","Dwyer","481981","species","http://www.tropicos.org/Name/27903256","","Rubiaceae","1","1","tropicos","",true,208
"188","Gustavia johnclarkii","1","1262083","Gustavia johnclarkii","1","species","","","","S.A. Mori & Cornejo","Lecythidaceae","Gustavia","Gustavia","1","johnclarkii","johnclarkii","1","","","","","","","","","","","","http://www.tropicos.org/Name/100389675","","Y","Accepted","Gustavia johnclarkii","Gustavia johnclarkii","S.A. Mori & Cornejo","1262083","species","http://www.tropicos.org/Name/100389675","","Lecythidaceae","1","1","tropicos","",true,209
"189","Handroanthus chrysanthus","1","990202","Handroanthus chrysanthus","1","species","","","","(Jacq.) S.O. Grose","Bignoniaceae","Handroanthus","Handroanthus","1","chrysanthus","chrysanthus","1","","","","","","","","","","","","http://www.tropicos.org/Name/50313355","","Y","Accepted","Handroanthus chrysanthus","Handroanthus chrysanthus","(Jacq.) S.O. Grose","990202","species","http://www.tropicos.org/Name/50313355","","Bignoniaceae","1","1","tropicos","",true,210
"190","Haydenoxylon gentryi","1","1271938","Haydenoxylon gentryi","1","species","","","","(Lundell) M.P. Simmons","Celastraceae","Haydenoxylon","Haydenoxylon","1","gentryi","gentryi","1","","","","","","","","","","","","http://www.tropicos.org/Name/100400755","","Y","Accepted","Haydenoxylon gentryi","Haydenoxylon gentryi","(Lundell) M.P. Simmons","1271938","species","http://www.tropicos.org/Name/100400755","","Celastraceae","1","1","tropicos","",true,211
"191","Hedyosmum anisodorum","1","137472","Hedyosmum anisodorum","1","species","","","","Todzia","Chloranthaceae","Hedyosmum","Hedyosmum","1","anisodorum","anisodorum","1","","","","","","","","","","","","http://www.tropicos.org/Name/7300074","","Y","Accepted","Hedyosmum anisodorum","Hedyosmum anisodorum","Todzia","137472","species","http://www.tropicos.org/Name/7300074","","Chloranthaceae","1","1","tropicos","",true,212
"192","Hedyosmum cuatrecazanum","1","137489","Hedyosmum cuatrecazanum","1","species","","","","Occhioni","Chloranthaceae","Hedyosmum","Hedyosmum","1","cuatrecazanum","cuatrecazanum","1","","","","","","","","","","","","http://www.tropicos.org/Name/7300091","","Y","Accepted","Hedyosmum cuatrecazanum","Hedyosmum cuatrecazanum","Occhioni","137489","species","http://www.tropicos.org/Name/7300091","","Chloranthaceae","1","1","tropicos","",true,213
"193","Hedyosmum cumbalense","1","137486","Hedyosmum cumbalense","1","species","","","","H. Karst.","Chloranthaceae","Hedyosmum","Hedyosmum","1","cumbalense","cumbalense","1","","","","","","","","","","","","http://www.tropicos.org/Name/7300088","","Y","Accepted","Hedyosmum cumbalense","Hedyosmum cumbalense","H. Karst.","137486","species","http://www.tropicos.org/Name/7300088","","Chloranthaceae","1","1","tropicos","",true,214
"194","Hedyosmum goudotianum var. goudotianum","1","137470","Hedyosmum goudotianum var. goudotianum","1","variety","","","","","Chloranthaceae","Hedyosmum","Hedyosmum","1","goudotianum","goudotianum","1","","","","var.","goudotianum","1","","","","","","http://www.tropicos.org/Name/7300072","","Y","Accepted","Hedyosmum goudotianum var. goudotianum","Hedyosmum goudotianum","","137470","variety","http://www.tropicos.org/Name/7300072","","Chloranthaceae","1","1","tropicos","",true,215
"195","Hedyosmum luteynii","1","137490","Hedyosmum luteynii","1","species","","","","Todzia","Chloranthaceae","Hedyosmum","Hedyosmum","1","luteynii","luteynii","1","","","","","","","","","","","","http://www.tropicos.org/Name/7300092","","Y","Accepted","Hedyosmum luteynii","Hedyosmum luteynii","Todzia","137490","species","http://www.tropicos.org/Name/7300092","","Chloranthaceae","1","1","tropicos","",true,216
"196","Hedyosmum scaberrimum","1","137431","Hedyosmum scaberrimum","1","species","","","","Standl.","Chloranthaceae","Hedyosmum","Hedyosmum","1","scaberrimum","scaberrimum","1","","","","","","","","","","","","http://www.tropicos.org/Name/7300033","","Y","Accepted","Hedyosmum scaberrimum","Hedyosmum scaberrimum","Standl.","137431","species","http://www.tropicos.org/Name/7300033","","Chloranthaceae","1","1","tropicos","",true,217
"197","Hedyosmum scabrum","1","137417","Hedyosmum scabrum","1","species","","","","(Ruiz & Pav.) Solms","Chloranthaceae","Hedyosmum","Hedyosmum","1","scabrum","scabrum","1","","","","","","","","","","","","http://www.tropicos.org/Name/7300018","","Y","Accepted","Hedyosmum scabrum","Hedyosmum scabrum","(Ruiz & Pav.) Solms","137417","species","http://www.tropicos.org/Name/7300018","","Chloranthaceae","1","1","tropicos","",true,218
"198","Heisteria asplundii","1","327461","Heisteria asplundii","1","species","","","","Sleumer","Olacaceae","Heisteria","Heisteria","1","asplundii","asplundii","1","","","","","","","","","","","","http://www.tropicos.org/Name/22900201","","Y","Accepted","Heisteria asplundii","Heisteria asplundii","Sleumer","327461","species","http://www.tropicos.org/Name/22900201","","Olacaceae","1","1","tropicos","",true,219
"199","Heisteria pacifica","1","888277","Heisteria pacifica","1","species","","","","P. JÃ¸rg. & C. Ulloa","Olacaceae","Heisteria","Heisteria","1","pacifica","pacifica","1","","","","","","","","","","","","http://www.tropicos.org/Name/50209333","","Y","Accepted","Heisteria pacifica","Heisteria pacifica","P. JÃ¸rg. & C. Ulloa","888277","species","http://www.tropicos.org/Name/50209333","","Olacaceae","1","1","tropicos","",true,220
"200","Helicostylis tovarensis","1","312958","Helicostylis tovarensis","1","species","","","","(Klotzsch & H. Karst.) C.C. Berg","Moraceae","Helicostylis","Helicostylis","1","tovarensis","tovarensis","1","","","","","","","","","","","","http://www.tropicos.org/Name/21300618","","Y","Accepted","Helicostylis tovarensis","Helicostylis tovarensis","(Klotzsch & H. Karst.) C.C. Berg","312958","species","http://www.tropicos.org/Name/21300618","","Moraceae","1","1","tropicos","",true,221
"201","Heliocarpus americanus","1","523442","Heliocarpus americanus","1","species","","","","L.","Malvaceae","Heliocarpus","Heliocarpus","1","americanus","americanus","1","","","","","","","","","","","","http://www.tropicos.org/Name/32200255","","Y","Accepted","Heliocarpus americanus","Heliocarpus americanus","L.","523442","species","http://www.tropicos.org/Name/32200255","","Malvaceae","1","1","tropicos","",true,222
"202","Henriettea verrucosa","1","307334","Henriettea verrucosa","1","species","","","","(Triana) J.F. Macbr.","Melastomataceae","Henriettea","Henriettea","1","verrucosa","verrucosa","1","","","","","","","","","","","","http://www.tropicos.org/Name/20302570","","Y","Accepted","Henriettea verrucosa","Henriettea verrucosa","(Triana) J.F. Macbr.","307334","species","http://www.tropicos.org/Name/20302570","","Melastomataceae","1","1","tropicos","",true,223
"203","Hieronyma asperifolia","1","174764","Hieronyma asperifolia","1","species","","","","Pax & K. Hoffm.","Phyllanthaceae","Hieronyma","Hieronyma","1","asperifolia","asperifolia","1","","","","","","","","","","","","http://www.tropicos.org/Name/12801911","","Y","Accepted","Hieronyma asperifolia","Hieronyma asperifolia","Pax & K. Hoffm.","174764","species","http://www.tropicos.org/Name/12801911","","Phyllanthaceae","1","1","tropicos","",true,224
"204","Hieronyma duquei","1","179265","Hieronyma duquei","1","species","","","","Cuatrec.","Phyllanthaceae","Hieronyma","Hieronyma","1","duquei","duquei","1","","","","","","","","","","","","http://www.tropicos.org/Name/12806613","","Y","Accepted","Hieronyma duquei","Hieronyma duquei","Cuatrec.","179265","species","http://www.tropicos.org/Name/12806613","","Phyllanthaceae","1","1","tropicos","",true,225
"205","Hieronyma macrocarpa","1","174771","Hieronyma macrocarpa","1","species","","","","MÃ¼ll. Arg.","Phyllanthaceae","Hieronyma","Hieronyma","1","macrocarpa","macrocarpa","1","","","","","","","","","","","","http://www.tropicos.org/Name/12801918","","Y","Accepted","Hieronyma macrocarpa","Hieronyma macrocarpa","MÃ¼ll. Arg.","174771","species","http://www.tropicos.org/Name/12801918","","Phyllanthaceae","1","1","tropicos","",true,226
"206","Hieronyma oblonga","1","175175","Hieronyma oblonga","1","species","","","","(Tul.) MÃ¼ll. Arg.","Phyllanthaceae","Hieronyma","Hieronyma","1","oblonga","oblonga","1","","","","","","","","","","","","http://www.tropicos.org/Name/12802333","","Y","Accepted","Hieronyma oblonga","Hieronyma oblonga","(Tul.) MÃ¼ll. Arg.","175175","species","http://www.tropicos.org/Name/12802333","","Phyllanthaceae","1","1","tropicos","",true,227
"207","Hippotis scarlatina","1","480069","Hippotis scarlatina","1","species","","","","K. Krause","Rubiaceae","Hippotis","Hippotis","1","scarlatina","scarlatina","1","","","","","","","","","","","","http://www.tropicos.org/Name/27901303","","Y","Accepted","Hippotis scarlatina","Hippotis scarlatina","K. Krause","480069","species","http://www.tropicos.org/Name/27901303","","Rubiaceae","1","1","tropicos","",true,228
"208","Hirtella mutisii","1","137589","Hirtella mutisii","1","species","","","","Killip & Cuatrec.","Chrysobalanaceae","Hirtella","Hirtella","1","mutisii","mutisii","1","","","","","","","","","","","","http://www.tropicos.org/Name/7400102","","Y","Accepted","Hirtella mutisii","Hirtella mutisii","Killip & Cuatrec.","137589","species","http://www.tropicos.org/Name/7400102","","Chrysobalanaceae","1","1","tropicos","",true,229
"209","Huertea glandulosa","1","518789","Huertea glandulosa","1","species","","","","Ruiz & Pav.","Tapisciaceae","Huertea","Huertea","1","glandulosa","glandulosa","1","","","","","","","","","","","","http://www.tropicos.org/Name/30200002","","Y","Accepted","Huertea glandulosa","Huertea glandulosa","Ruiz & Pav.","518789","species","http://www.tropicos.org/Name/30200002","","Tapisciaceae","1","1","tropicos","",true,230
"210","Idiopappus saloyensis","1","784590","Idiopappus saloyensis","1","species","","","","(Domke) H. Rob. & Panero","Asteraceae","Idiopappus","Idiopappus","1","saloyensis","saloyensis","1","","","","","","","","","","","","http://www.tropicos.org/Name/50102360","","Y","Accepted","Idiopappus saloyensis","Idiopappus saloyensis","(Domke) H. Rob. & Panero","784590","species","http://www.tropicos.org/Name/50102360","","Asteraceae","1","1","tropicos","",true,231
"211","Ilex andicola","1","28008","Ilex andicola","1","species","","","","Loes.","Aquifoliaceae","Ilex","Ilex","1","andicola","andicola","1","","","","","","","","","","","","http://www.tropicos.org/Name/2000022","","Y","Accepted","Ilex andicola","Ilex andicola","Loes.","28008","species","http://www.tropicos.org/Name/2000022","","Aquifoliaceae","1","1","tropicos","",true,232
"212","Ilex pernervata","1","28135","Ilex pernervata","1","species","","","","Cuatrec.","Aquifoliaceae","Ilex","Ilex","1","pernervata","pernervata","1","","","","","","","","","","","","http://www.tropicos.org/Name/2000150","","Y","Accepted","Ilex pernervata","Ilex pernervata","Cuatrec.","28135","species","http://www.tropicos.org/Name/2000150","","Aquifoliaceae","1","1","tropicos","",true,233
"213","Inga acreana","1","186082","Inga acreana","1","species","","","","Harms","Fabaceae","Inga","Inga","1","acreana","acreana","1","","","","","","","","","","","","http://www.tropicos.org/Name/13006102","","Y","Accepted","Inga acreana","Inga acreana","Harms","186082","species","http://www.tropicos.org/Name/13006102","","Fabaceae","1","1","tropicos","",true,234
"214","Inga laurina","1","200469","Inga laurina","1","species","","","","(Sw.) Willd.","Fabaceae","Inga","Inga","1","laurina","laurina","1","","","","","","","","","","","","http://www.tropicos.org/Name/13021281","","Y","Accepted","Inga laurina","Inga laurina","(Sw.) Willd.","200469","species","http://www.tropicos.org/Name/13021281","","Fabaceae","1","1","tropicos","",true,235
